"102";"0";"TOTAL Sénégal";"TOTAL Senegal";"total-senegal";"1976";"1.000.000.000.000 - 10.000.000.000.000";"100";"International";"Boulevard Général De Gaulle,dakar";"355";"SA";" 33 839 54 54";"total@total.sn";"img/companies/2014/1/102.png";"2014-01-22 14:28:51";"1";;"www.total-senegal.com";;"0";"18";"60";"1";"1";"0";"14.691652";"-17.447536";"4377";"83";"0";"0";"5"
"103";"0";"Oilibya Senegal";"Oilibya Senegal";"oilibya-senegal";"1993";"100.000.000-500.000.000";"100";"International";"Depot oil Libya, hann village";"227";"SA";" 33 859 30 00";"celestine.b.faye@exxonmobil.com";"img/companies/2014/1/103.jpg";"2014-01-22 17:37:01";"1";;"www.oilibya.com";;"0";"18";"0";"1";"1";"0";"14.730751";"-17.426653";"2264";"59";"0";"0";"2"
"104";"0";"Vivo Energy Sénégal";"Vivo Energy Senegal (Shell)";"vivo-energy-senegal";"1923";"50.000.000.000 - 100.000.000.000";"100 - 200";"International";"Bel Air route hydrocarbures";"144";"SA";"  33 849 37 37";"corporate@ssendak.simis.com";"img/companies/2015/1/104.png";"2014-01-23 10:26:05";"1";;"www.vivoenergy.com";"Franck Konan-Yahaut";"0";"18";"50";"1";"1";"21";"14.707039";"-17.430904";"2039";"72";"0";"0";"3"
"105";"0";"CMS";"Crédit Mutuel du Sénégal";"credit-mutuel";"1998";"n/a";"200 - 500";"International";"point E,dakar";"28052";"SA";"33 869 48 88";"contact@cms.sn";"img/companies/2014/1/105.jpg";"2014-01-23 12:44:01";"1";;"www.cms.com";;"0";"18";"1";"1";"1";"21";"14.695496";"-17.459957";"1813";"60";"0";"0";"3"
"106";"0";"ECOBANK";"Ecobank Senegal";"ecobank";"1985";"5.000.000.000 - 10.000.000.000";"500";"International";"Avenue Cheikh Anta Diop,sicap karak";"9095";"SA";" 33 859 99 99";"ecobanksn@ecobank.com";"img/companies/2014/1/106.jpg";"2014-01-23 13:12:16";"1";;"www.ecobank.com";;"0";"18";"112";"1";"1";"0";"14.699705";"-17.469688";"3140";"67";"0";"0";"1"
"107";"0";"UBA";"United Bank for Africa";"uba";"2012";" 1.000.000.000 - 5.000.000.000";"100";"International";"Virage Mamelles,prés de HECI";"11476";"SA";"33 859 51 00";"cicsenegal@ubagroup.com";"img/companies/2014/1/107.jpg";"2014-01-23 14:14:17";"1";;"www.ubagroup.com";;"0";"18";"46";"1";"1";"0";"14.733445";"-17.506451";"2368";"58";"0";"0";"1"
"108";"0";"Banque Atlantique";"Banque Atlantique";"banque-atlantique";"1978";"5.000.000.000 - 10.000.000.000";"200";"International";"cathédrale dakar";"50780";"SA";"33 849 92 92";"contact@banqueatlantique.sn";"img/companies/2014/1/108.jpg";"2014-01-23 16:00:23";"1";;"www.banqueatlantique.net/site_senegal/";;"0";"18";"60";"1";"1";"0";"14.665153";"-17.437685";"1784";"50";"0";"0";"2"
"109";"0";"DIAMOND BANK";"DIAMOND BANK";"diamond-bank";"2009";"5.000.000.000 - 10.000.000.000";"50 - 100";"International";"Rue Carnot,dakar";"30101";"SA";" 33 829 69 00";"contact@diamondbank.sn";"img/companies/2014/1/109.jpg";"2014-01-23 17:00:55";"1";;"www.diamondbank.com";;"0";"18";"60";"1";"1";"21";"14.667777";"-17.435099";"2270";"61";"0";"0";"3"
"110";"0";"BHS";"Banque de l'Habitat du Sénégal";"bhs";"1979";" 1.000.000.000 - 5.000.000.000";"200";"Local";"Gibraltar boulevard du Général D Gaulle,dakar";"229";"SA";"33 839 33 33";"bhsdaf@orange.sn";"img/companies/2014/1/110.jpg";"2014-01-23 17:29:14";"1";;"www.bhs.sn";;"0";"18";"2";"1";"1";"0";"14.681643";"-17.443373";"2145";"63";"0";"0";"2"
"111";"0";"BRM Bank";"Banque Régionale des Marchés";"brm-bank";"2005";"100.000.000-500.000.000";"50";"International";"ponty,dakar";"32040";"SA";"33 889 6080";"brmam@brmbank.com";"img/companies/2014/1/111.png";"2014-01-23 18:24:33";"1";;"www.brmbank.com";;"0";"18";"2";"1";"1";"0";"14.668478";"-17.433235";"1905";"48";"0";"0";"2"
"112";"0";"BIS";"Banque Islamique du Sénégal";"bis";"1982";"500.000.000-1.000.000.000";"50";"International";"Rue Huart,dakar";"3381";"SA";" 33 849 62 62";"bis@orange.sn";"img/companies/2014/1/112.jpg";"2014-01-23 19:44:49";"1";;"www.bis-bank.com";;"0";"18";"2";"1";"1";"0";"14.668862";"-17.430031";"1597";"44";"0";"0";"4"
"113";"0";"International Commercial Bank";"International Commercial Bank";"international-commercial-bank";"2006";"5.000.000.000 - 10.000.000.000";"1";"International";"avenue Pr L. Sedar Senghor,dakar ponty";"32310";"SA";" 33 823 56 47";"enquiry@icbank-senegal.com";"img/companies/2014/1/113.jpg";"2014-01-24 11:44:43";"1";;"www.icbank-senegal.com";;"0";"18";"60";"1";"1";"0";"14.665380";"-17.433235";"1584";"45";"0";"0";"2"
"114";"0";"TIGO";"Tigo Senegal";"tigo";"1990";" 1.000.000.000 - 5.000.000.000";"200";"International";"Virage des Mamelles";;"SA";"33 869 74 20";"dop@tigo.sn";"img/companies/2014/1/114.jpg";"2014-02-03 11:13:00";"1";"33 820 67 88";"www.tigo.sn";;"0";"18";"46";"1";"1";"0";"14.737809";"-17.509306";"2643";"79";"0";"0";"5"
"115";"0";"Expresso";"Expresso Senegal";"expresso";"2009";"100.000.000-500.000.000";"200";"International";"Immeuble la rotonde,dakar";"32454";"SA";"30 100 10 00";"contact@expressosenegal.sn";"img/companies/2014/1/115.jpg";"2014-02-03 12:06:49";"1";;"www.expressotelecom.sn";;"0";"18";"60";"1";"1";"0";"14.668693";"-17.433031";"1529";"66";"0";"0";"3"
"116";"0";"DIPROM";"DIPROM";"diprom-touba-gaz-touba-oil-sitra";"1986";"10.000.000.000 - 50.000.000.000";"500";"Local";"Boulevard du General De Gaulle,dakar";"20150";"SA";" 33 839 82 01";"diprom@diprom.sn";"img/companies/2014/1/116.jpg";"2014-02-03 12:48:13";"1";;"www.diprom.sn";;"0";"18";"60";"1";"1";"0";"14.691854";"-17.447252";"1493";"42";"0";"0";"1"
"117";"0";"Star Energy";"Star Energy Senegal";"star-energy";"2005";"500.000.000-1.000.000.000";"200";"International";"ouest foire";"29883";"SA";" 33 869 39 39";"staroil@orange.sn";"img/companies/2014/1/117.jpg";"2014-02-03 13:57:37";"1";;"www.starenergy.sn";;"0";"18";"120";"1";"1";"0";"14.752671";"-17.469580";"1295";"34";"0";"0";"1"
"118";"0";"CSE ";"Compagnie Sahélienne d'Entreprises";"cse";"1970";"50.000.000.000 - 100.000.000.000";"5";"International";"rocade Fann Bel Air,dakar";"609";"SA";"33 859 03 00";"csesn@groupecse.sn";"img/companies/2014/1/118.png";"2014-02-03 16:16:22";"1";;"www.groupecse.com";;"0";"18";"50";"1";"1";"0";"14.701941";"-17.421846";"2032";"52";"0";"0";"2"
"119";"0";"Eiffage";"Eiffage Senegal";"eiffage";"1926";" 1.000.000.000 - 5.000.000.000";"1";"International";"Avenue Felix Eboué,dakar";"737";"SA";"33 839 73 39 ";"eiffage.senegal@eiffage.com";"img/companies/2014/1/119.jpg";"2014-02-03 16:58:05";"1";;"www.senegal.eiffage.sn";;"0";"18";"60";"1";"1";"0";"14.692372";"-17.434708";"1953";"55";"0";"0";"3"
"120";"0";"CCS";"Comptoir Commercial du Sénégal";"comptoir-commercial-du-senegal";"1980";"500.000.000-1.000.000.000";"200";"Local";"Avenue Malick SY ,dakar";"447";"SA";" 33 849 04 04";"info@ccs.sn";NULL;"2014-02-03 17:54:16";"1";;"www.ccs.sn";;"0";"18";"110";"1";"1";"0";"14.681549";"-17.440683";"1923";"35";"0";"0";"3"
"121";"0";"BATIMAT";"BATIMAT Senegal";"batimat";"1988";"500.000.000-1.000.000.000";"500";"International";"Avenue Malick Sy colis postaux";"28560";"SA";" 33 889 63 63";"batimat.dakar@groupebatimat.com";"img/companies/2014/1/121.jpg";"2014-02-03 18:42:55";"1";;"www.groupebatimat.com";;"0";"18";"60";"1";"1";"0";"14.676796";"-17.446354";"2314";"29";"0";"0";"1"
"122";"0";"Ciments du Sahel";"Ciments du Sahel";"ciments-du-sahel";"1998";"10.000.000.000 - 50.000.000.000";"1";"International";"Kiréne route de Mbour";"553";"SA";"33 839 87 27";"cimsahel@orange.sn";"img/companies/2014/1/122.jpg";"2014-02-04 12:06:24";"1";;"www.cies.sn";;"0";"18";"452";"1";"2";"0";"14.421970";"-16.964279";"1842";"44";"0";"0";"2"
"123";"1";"NMA Sanders";"NMA Sanders";"nma-sanders";"1999";"50.000.000.000 - 100.000.000.000";"200 - 500";"Local";"km 11 route de Rufisque,dakar";"5722";"SA";" 33 879 00 00";"nma@nmasanders.com";"img/companies/2014/1/123.jpg";"2014-02-04 12:34:53";"1";;"www.nmasanders.com";"Ameth Amar (PDG)";"0";"18";"5";"1";"1";"21";"14.743308";"-17.393900";"2083";"57";"0";"0";"5"
"124";"0";"Sococim Industries";"Sococim Industries";"sococim-industries";"1946";"5.000.000.000 - 10.000.000.000";"1";"Local";"Km 33 ancienne route de Rufisque,";"29";"SA";"33 839 88 88";"sococim@sococim.sn";"img/companies/2014/1/124.jpg";"2014-02-04 13:13:22";"1";;"www.cies.sn";;"0";"18";"132";"1";"1";"0";"14.706783";"-17.247452";"2269";"50";"0";"0";"4"
"125";"0";"SUNEOR";"SUNEOR";"suneor";"1975";" 1.000.000.000 - 5.000.000.000";"500";"International";"Rue Dr Calmette,dakar";"639";"SA";"33 849 17 00";"contact@suneor.sn";"img/companies/2014/1/125.jpg";"2014-02-04 13:51:34";"1";"33 823 68 40";"www.suneor.sn";;"0";"18";"60";"1";"1";"0";"14.666307";"-17.440447";"1717";"34";"0";"0";"1"
"126";"0";"Grands Moulins de Dakar";"Grands Moulins de Dakar";"grands-moulins-de-dakar";"1946";"10.000.000.000 - 50.000.000.000";"500";"Local";"Avenue Felix Eboué,dakar";"2068";"SA";" 33 839 97 97 ";"gmd@gmd.sn";"img/companies/2014/1/126.jpg";"2014-02-04 16:00:25";"1";"33 832 89 47";"www.gmd.sn";;"0";"18";"50";"1";"1";"0";"14.694095";"-17.431538";"1618";"40";"0";"0";"1"
"127";"0";"CSS";"Compagnie Sucrière Sénégalaise";"css";"1970";"50.000.000.000 - 100.000.000.000";"5.000 - 10.000";"Local";"Route nationale Richard Toll,Saint Louis";"49";"SA";" 33 938 23 23";"direction.generale@css.sn";"img/companies/2014/1/127.jpg";"2014-02-04 16:17:39";"1";"33 963 38 00";"www.css.sn";;"0";"18";"376";"1";"15";"21";"16.465590";"-15.696506";"2132";"51";"0";"0";"4"
"128";"0";"SOBOA";"Société des Brasseries de l'Ouest Africain";"soboa";"1928";"n/a";"200 - 500";"Local";"Route des Brasseries,Bel Air";"290";"SA";"33 859 28 20";"cayassor@soboa.sn";"img/companies/2014/1/128.jpg";"2014-02-04 18:05:32";"1";"33 832 54 69";"www.soboa.sn";;"0";"18";"50";"1";"1";"21";"14.692070";"-17.434103";"2975";"41";"0";"0";"2"
"129";"0";"VALDAFRIQUE";"VALDAFRIQUE";"valdafrique";"1942";" 1.000.000.000 - 5.000.000.000";"500";"International";"diokoul,Rufisque";"8";"SA";" 33 839 87 80";"valdafrique@orange.sn";"img/companies/2014/1/129.png";"2014-02-05 11:11:37";"1";;"www.valdafrique.com";;"0";"18";"132";"1";"1";"0";"14.714845";"-17.279930";"2078";"34";"0";"0";"0"
"130";"0";"Nestlé Sénégal";"Nestlé Sénégal";"nestle-senegal";"1961";"500.000.000-1.000.000.000";"500";"International";"Km 14 route de Rufisque,dakar";"796";"SA";" 33 839 83 00";"contact@nestle.sn";"img/companies/2014/1/130.jpg";"2014-02-05 17:15:34";"1";;"www.nestle.com";;"0";"18";"5";"1";"1";"0";"14.746130";"-17.368986";"2871";"61";"0";"0";"7"
"132";"3";"Garecgo Fall & Gueye";"Garecgo Fall & Gueye";"garecgo-fall-gueye";"1978";"500.000.000 - 1.000.000.000";"50 - 100";"Local";"sorano,dakar,senegal";"2763";"SA";"33 889 68 00";"contact@garecgo.com";"img/companies/2014/1/132.png";"2014-02-05 18:57:24";"1";"33 821 72 46";"www.garecgo.com";"Mamour Fall (Associé), Abdoulaye Guèye (Associé)";"0";"561";"60";"1";"1";"20";"14.666472";"-17.439981";"3211";"85";"0";"0";"6"
"133";"0";"ICS";"Industries Chimiques du Senegal";"industries-chimiques-du-senegal";"1976";"50.000.000.000 - 100.000.000.000";"500";"Local";"Km 18, Route de Rufisque,dakar";"3835";"SA";"33 879 10 00";"contact@ics.sn";"img/companies/2014/1/133.jpg";"2014-02-07 11:20:10";"1";;"www.ics.sn";;"0";"18";"5";"1";"1";"0";"14.739528";"-17.339882";"1962";"41";"0";"0";"2"
"134";"0";"SAR";"Société Africaine de Raffinage";"societe-africaine-de-raffinage";"1964";"50.000.000.000 - 100.000.000.000";"500";"Local";"Cité Sar,dakar";"203";"SA";" 33 839 84 39 ";"sar@sar.sn";"img/companies/2014/1/134.jpg";"2014-02-07 11:45:58";"1";;"www.sar.sn";;"0";"18";"109";"1";"1";"0";"14.740215";"-17.347181";"1881";"38";"0";"0";"3"
"135";"0";"ARTP";"Agence de Régulation des Télécommunications et des Postes";"artp";"2002";"100.000.000-500.000.000";"200";"Local";" Rond-Point OMVS, Immeuble Thiargane Mermoz,dakar";"14130";"SA";" 33 869 03 69";"contact@artp.sn";"img/companies/2014/1/135.png";"2014-02-10 11:06:24";"1";"33 869 03 70";"www.artpsenegal.net";;"0";"18";"6";"1";"1";"0";"14.699793";"-17.467808";"1398";"63";"0";"0";"3"
"136";"0";"CDE";"Consortium d'Entreprises";"cde";"1967";"10.000.000.000 - 50.000.000.000";"1.000 - 5.000";"International";"Avenue Felix Eboué, Boulevard Maritime - Bel Air ";"2384";"SA";"33 839 59 59";"cde@orange.sn";"img/companies/2014/1/136.png";"2014-02-10 11:41:04";"1";" 33 832 86 10";"www.cde.sn";"Rassene Chemali (PDG), Lucien Haddad (DGA)";"0";"18";"50";"1";"1";"21";"14.689125";"-17.435038";"2297";"36";"0";"0";"1"
"137";"1";"SEDIMA";"SEDIMA";"sedima";"1988";"10.000.000.000 - 50.000.000.000";"200 - 500";"Local";"Autoroute à Péage sortie N°9 ";"Autoroute à Péage sortie N°9 BP 8135 Dakar-Yoff";"SA";"33 839 80 00";"sedima@sedima.com";"img/companies/2015/1/137.png";"2014-02-10 16:15:42";"1";" 33 837 77 85";"www.sedima.com";"Babacar Ngom (PDG)";"0";"458";"134";"1";"1";"21";"14.751342";"-17.286375";"3101";"73";"0";"0";"6"
"139";"0";"Dakarnave";"Dakarnave";"dakarnave";"1999";"n/a";"n/a";"International";"Bd du Centenaire de la Commune de  Dakar";"438";"Inc";" 33 849 10 33";"dgen@dakarnave.sn";"img/companies/2014/1/139.png";"2014-02-10 17:44:58";"1";"33 823 83 99";"www.dakarnave.com";;"0";"19";"60";"1";"1";"21";"14.674766";"-17.430702";"2060";"42";"0";"0";"2"
"140";"0";"AXA ";"Axa Assurances";"axa-assurance";"2004";"n/a";"n/a";"International";"5, place de l’Indépendance,dakar";"182";"SA";"33 849 10 10";"info@axa.sn";"img/companies/2014/1/140.jpg";"2014-02-10 18:02:22";"1";"33 823 46 72";"www.axa.sn";;"0";"19";"2";"1";"1";"21";"14.668903";"-17.431604";"1492";"39";"0";"0";"1"
"141";"0";"ALLIANZ";"ALLIANZ";"allianz";"1938";"10.000.000.000 - 50.000.000.000";"50 - 100";"International";"Avenue Abdoulaye Fadiga X rue de Thann,dakar";"2610";"Inc";"33 849 44 00";"allianz.senegal@allianz-sn.com";"img/companies/2014/1/141.jpg";"2014-02-10 18:21:50";"1";"33 823 10 78";"www.allianz-sn.com";"Olivier Malatre (DG)";"0";"19";"2";"1";"1";"21";"14.669864";"-17.427313";"1424";"37";"0";"0";"0"
"142";"0";"NSIA";"NSIA Assurance Sénégal";"nsia-senegal-assurance";"2005";"n/a";"n/a";"International";"NSIA Assurance Rue 30,dakar";"50225";"SA";"33 889 60 60";"nsiasenegal@orange.sn";"img/companies/2014/1/142.jpg";"2014-02-10 18:46:36";"1";"33 842 64 64 ";"www.fssa.sn/rubriques.php?rub=nsia.php";;"0";"19";"2";"1";"1";"21";"14.707969";"-17.446970";"1332";"32";"0";"0";"1"
"143";"0";"Radisson Blu";"Radisson Blue Hotel";"radisson-blu";"2009";"n/a";"n/a";"International";"Route de la Corniche Ouest, Dakar, Sénégal";"16868";"SA";"33 869 33 10";"info.dakar@radissonblu.com";"img/companies/2014/1/143.jpg";"2014-02-11 11:16:45";"1";" 33 869 33 66";"www.radissonblu.com";;"0";"19";"68";"1";"1";"21";"14.693417";"-17.474430";"2018";"51";"0";"0";"4"
"144";"0";"King Fahd Palace";"King Fahd Palace";"king-fahd-palace-hotel";"1991";"n/a";"n/a";"Local";"Route de King Fahd, Dakar, Sénégal";"8181";"SA";"33 869 69 39";"conference.dakar@kingfahdpalacehotels.com";"img/companies/2014/1/144.jpg";"2014-02-11 12:27:39";"1";" 33 869 69 79";"www.kingfahdpalacehotels.com";;"0";"19";"46";"1";"1";"21";"14.746550";"-17.523230";"1737";"47";"0";"0";"2"
"145";"0";"TERROU-Bi";"Terrou Bi";"terrou-bi-hotel";"1985";"n/a";"n/a";"Local";"Fann-Hok, Sénégal ";"1179";"SA";"33 839 90 39";"contact@terroubi.sn";"img/companies/2015/1/145.jpg";"2014-02-11 13:52:46";"1";"33 839 47 96";"www.terroubi.com";;"0";"19";"2767915";"1";"1";"21";"14.677049";"-17.466021";"1888";"35";"0";"0";"1"
"146";"0";"Pullman Téranga";"Pullaman Hotel";"pullman-teranga";"2008";"n/a";"n/a";"International";"Rue Carnot,dakar";"3380";"Inc";"33 849 49 94";"dakar.reservation@accor.com";"img/companies/2014/1/146.jpg";"2014-02-11 16:08:23";"1";"33 823 50 01";"www.pullmanhotels.com";;"0";"19";"2";"1";"1";"0";"14.667589";"-17.430920";"1637";"37";"0";"0";"2"
"147";"0";"NOVOTEL";"Hotel NOVOTEL";"novotel";"1996";"n/a";"n/a";"International";"Avenue A.Fadiga.dakar";"2073";"SA";"33 849 61 61";"h0529@accor.com";"img/companies/2014/1/147.png";"2014-02-11 16:34:58";"1";" 33 823 89 29";"www.accorhotels.com/fr/hotel-0529-novotel-dakar/index.shtml";;"0";"19";"2";"1";"1";"20";"14.668818";"-17.426767";"1749";"26";"0";"0";"0"
"148";"0";"LAGON 2";"LAGON 2";"lagon-2";"1997";"n/a";"n/a";"Local";" Route De La Petite Corniche Est, DAKAR-PLATEAU, Dakar";"3115";"SA";"33 821 53 22";"lagon@orange.sn";NULL;"2014-02-12 10:22:29";"1";" 33 823 77 27";"www.lagon.sn";;"0";"19";"60";"1";"1";"21";"14.667865";"-17.427052";"1633";"19";"0";"0";"0"
"149";"0";"IBIS Hotel";"IBIS Hotel";"ibis-hotel";"2012";"n/a";"n/a";"International";"Avenue A.Fadiga,dakar";"18524";"Inc";"33 849 49 94";"contact@ibishotel.com";"img/companies/2014/1/149.jpg";"2014-02-12 10:39:29";"1";"33 829 59 60";"www.ibishotel/dakar.com";;"0";"19";"60";"1";"1";"0";"14.669295";"-17.426992";"1679";"23";"0";"0";"0"
"150";"0";"Sargal Airport Hotel";"Sargal Airport Hotel";"sargal-airport-hotel";"2000";"n/a";"n/a";"Local";"Yoff route de l'aéroport,dakar ";"38168";"SA";"33 869 75 96";"nfos@sargalhotel.com";NULL;"2014-02-12 15:56:10";"1";;;;"0";"19";"157";"1";"1";"21";"14.750852";"-17.492447";"1566";"20";"0";"0";"0"
"151";"0";"ONOMO ";"ONOMO Dakar Airport Hotel";"onomo-dakar-airport-hotel";"2011";"n/a";"n/a";"Local";"Yoff route de l'aéroport,dakar";"38233";"SA";"33 869 06 10";"onomo.dakar@onomohotel.com";"img/companies/2014/1/151.jpg";"2014-02-12 16:14:36";"1";;"www.onomohotel.com";;"0";"19";"157";"1";"1";"21";"14.756455";"-17.485580";"1678";"24";"0";"0";"1"
"152";"0";"Le Miramar Hotel";"Le Miramar Hotel";"le-miramar-hotel";"2005";"n/a";"n/a";"Local";"Félix Faure,dakar";"973";"SP";"33 849 29 29";"miramar-book@orange.sn";"img/companies/2014/1/152.jpg";"2014-02-12 16:36:04";"1";"33 823 35 05";"www.miramarhotel.com";;"0";"19";"60";"1";"1";"0";"14.667193";"-17.433466";"1524";"15";"0";"0";"0"
"153";"0";"Hotel NINA";"Hotel NINA";"hotel-nina";"1980";"n/a";"n/a";"Local";"Rue Dr Thèze,dakar";"1758";"SA";"33 889 01 20";"hotelnina@sentoo.sn";"img/companies/2014/1/153.png";"2014-02-12 16:57:42";"1";"33 889 01 81";;;"0";"19";"2";"1";"1";"21";"14.667504";"-17.433102";"1572";"14";"0";"0";"0"
"154";"0";"Hotel La Villa Racine";"Hotel La Villa Racine";"hotel-la-villa-racine";"2010";"n/a";"n/a";"Local";" rue Jules Ferry,dakar";"6047";"SA";" 33 889 41 41";"lavillaracine@orange.sn";"img/companies/2014/1/154.jpg";"2014-02-12 17:38:41";"1";" 33 821 88 89";"www.lavillaracine.com";;"0";"19";"2";"1";"1";"21";"14.666395";"-17.436083";"1547";"14";"0";"0";"0"
"155";"0";"Hotel Océan";"Hotel Océan";"hotel-ocean";"2011";"n/a";"n/a";"Local";"Route de l’Aéroport,dakar";"818";"Inc";"33 820 00 47 ";"hotelocean@orange.sn";"img/companies/2014/1/155.png";"2014-02-12 18:21:20";"1";;"www.hotelocean.sn";;"0";"19";"157";"1";"1";"20";"14.762235";"-17.483929";"1870";"13";"0";"0";"0"
"156";"0";"HOTEL ARCANES RESIDENCES";"HOTEL ARCANES RESIDENCES";"hotel-arcanes-residences";"2008";"50.000.000-100.000.0000";"50";"Local";"Rue 4, entre les rues A et B au point E- Dakar";"494";"SA";" 33 824 37 70 ";"rcanes@arc.sn";"img/companies/2014/1/156.png";"2014-02-12 18:47:41";"1";" 33 824 59 70";"www.arcanes-sn.com";;"0";"19";"1";"1";"1";"0";"14.698931";"-17.463694";"1348";"10";"0";"0";"0"
"157";"0";"Le ndiambour";"Le ndiambour";"le-ndiambour";"2008";"n/a";"n/a";"Local";" rue Carnot, Dakar, ";"11867";"SP";" 33 889 42 89";"ndiambour@orange.sn";"img/companies/2014/1/157.jpg";"2014-02-13 10:59:45";"1";"33 822 77 4";"www.lendiambour.com";;"0";"19";"60";"1";"1";"20";"14.667314";"-17.440334";"1298";"11";"0";"0";"0"
"158";"0";"Le Lamantin Beach Hotel";"Le Lamantin Beach Hotel";"le-lamantin-beach-hotel";"2010";"n/a";"n/a";"Local";" Square Saly Nord, MBOUR, THIES";"2383";"SA";"33 957 07 77";"reservation@lelamantin.com";"img/companies/2014/1/158.jpg";"2014-02-13 11:49:01";"1";"33 957 06 97";"www.lelamantin.com";;"0";"19";"474";"1";"2";"21";"14.449400";"-17.035776";"1171";"14";"0";"0";"0"
