UserId,JobId,Rating
186,36,2
117,46,4
288,58,1
443,99,5
568,21,5
710,58,4
955,95,3
772,64,4
116,62,4
1171,87,5
971,99,5
962,71,3
944,135,3
797,73,4
176,119,5
662,102,3
1177,128,5
116,91,2
757,55,4
98,107,4
531,35,4
1121,52,4
1036,10,4
1142,131,3
1112,96,1
685,99,5
1025,76,4
221,107,5
253,54,3
48,136,5
569,50,5
477,126,5
275,108,5
851,116,5
1178,106,5
546,29,4
119,81,4
807,85,4
331,125,5
904,37,5
611,100,2
108,64,5
484,82,3
146,72,3
422,46,3
162,95,1
1090,70,4
1185,42,3
148,57,4
704,102,3
678,66,5
878,120,2
720,14,2
1172,15,3
686,52,1
940,88,4
780,28,5
838,42,4
471,22,3
807,90,3
918,103,4
315,14,3
81,84,4
123,16,3
427,74,5
747,139,4
782,62,4
174,141,4
72,76,5
377,130,5
97,34,2
813,130,3
651,101,4
471,34,1
959,123,2
728,75,2
601,119,4
210,50,2
586,125,3
417,126,3
1065,55,5
53,118,3
439,90,4
63,67,5
358,31,4
220,104,2
673,111,5
268,40,3
798,82,5
664,22,5
758,107,4
431,55,4
947,13,5
1184,19,5
1043,112,2
901,116,5
416,108,2
913,38,4
71,63,3
1050,44,5
348,134,4
396,58,3
120,66,3
832,16,3
1035,42,3
989,129,5
507,19,5
838,71,1
711,109,1
814,75,4
60,45,3
371,38,2
851,135,2
582,39,4
669,39,4
1067,126,2
651,134,5
449,68,3
812,12,5
879,84,5
1107,14,3
115,69,4
982,57,4
950,127,3
692,39,4
527,39,5
639,120,5
1030,40,4
1070,92,3
1124,24,2
1134,70,4
677,53,1
1192,15,3
461,109,1
786,24,1
402,132,1
317,101,5
296,61,1
516,12,5
555,109,5
445,21,4
549,134,4
450,28,2
572,85,5
710,35,1
988,26,4
331,41,2
943,125,3
1134,42,4
747,81,5
329,17,2
1093,46,4
1076,126,5
238,24,4
104,36,4
318,52,4
282,15,4
58,95,4
824,130,5
537,48,3
510,123,1
100,139,1
573,99,5
538,92,3
702,60,1
1129,107,5
1135,22,5
1150,56,4
212,17,5
257,68,4
1027,57,4
785,23,4
951,71,5
872,24,5
804,10,3
838,15,5
566,137,3
373,26,5
662,19,5
187,50,4
235,16,3
650,109,4
127,132,3
827,91,3
69,83,5
1154,103,3
79,45,1
508,74,3
545,114,4
712,129,5
837,57,1
77,124,4
926,136,1
794,95,5
737,40,3
586,18,4
146,92,3
657,104,3
404,105,4
671,136,2
1095,76,5
1165,92,3
872,82,3
961,58,4
164,16,5
359,48,3
447,32,2
1029,116,3
291,118,4
711,75,5
993,69,4
1059,81,4
572,137,4
600,55,4
728,117,1
434,106,4
417,39,5
802,97,1
506,76,3
463,100,4
43,89,1
564,137,5
366,134,5
487,104,5
1114,62,5
267,12,4
155,19,4
701,70,5
887,87,4
828,21,5
1096,29,4
274,30,4
766,72,3
702,122,4
236,96,4
1122,46,3
378,38,3
678,80,1
1198,70,4
300,32,4
529,139,3
81,111,4
695,68,4
279,86,4
1184,24,4
811,105,4
673,75,5
283,140,5
88,32,3
706,106,3
312,15,3
548,121,4
680,34,5
56,90,4
229,121,3
887,64,4
225,40,5
1145,133,3
874,15,5
497,124,4
1081,130,3
1086,61,4
858,117,4
478,39,3
559,65,2
816,63,4
922,82,3
589,42,2
617,117,3
218,119,2
1100,134,3
199,102,3
90,108,3
858,47,4
188,96,3
471,77,4
1163,79,4
763,98,2
1019,63,1
332,122,4
193,98,4
878,49,4
343,103,1
458,10,4
222,84,5
1043,130,4
273,108,3
772,137,4
705,80,4
677,21,3
1040,76,3
1070,81,1
364,125,4
670,82,5
516,70,5
228,68,5
1126,119,1
1128,59,3
48,32,3
514,123,5
372,56,4
782,12,5
147,93,5
812,28,2
1060,32,3
767,88,3
157,135,3
604,77,5
1069,80,5
535,24,1
1047,73,1
898,34,5
437,52,5
1161,74,3
203,52,4
876,80,4
360,135,4
553,21,4
494,26,5
362,85,5
1021,124,2
736,65,4
461,113,4
1113,100,4
755,115,4
374,81,5
287,81,4
395,127,5
660,85,3
881,14,5
492,130,3
541,88,4
169,75,3
1195,125,3
989,75,5
697,119,3
273,10,3
44,74,5
1150,117,4
489,88,5
992,98,4
934,53,4
611,130,3
333,23,4
302,41,3
1177,76,3
457,82,3
162,84,5
576,95,3
456,17,2
1102,112,5
161,27,3
876,17,3
303,52,4
587,27,3
1018,53,5
1072,125,3
139,74,2
964,45,1
789,21,1
369,111,4
111,55,2
351,37,3
445,26,2
845,65,4
948,109,4
395,140,5
894,125,4
1120,96,3
666,117,3
549,130,5
451,117,3
478,36,4
953,59,3
1019,97,2
326,98,4
1061,102,5
443,33,4
873,112,4
882,53,4
873,31,3
128,126,2
1195,61,1
428,85,2
650,52,1
870,141,4
254,122,3
956,105,3
971,82,4
1005,58,5
77,97,4
107,101,1
733,128,5
681,58,5
936,30,4
1083,13,4
59,129,4
907,52,5
273,132,2
300,53,5
431,23,3
201,51,3
578,51,3
997,14,3
809,35,4
1086,81,1
202,113,4
1012,48,5
869,93,3
472,36,5
1182,112,5
988,95,5
698,78,3
306,66,4
71,51,3
742,102,3
623,50,2
776,94,3
790,116,5
77,77,3
915,27,2
918,104,2
540,78,5
367,108,3
1188,44,4
1131,87,2
850,139,4
96,84,5
520,26,5
54,127,5
580,140,3
1087,61,5
285,100,4
1078,122,5
690,91,5
186,66,3
962,129,1
140,119,3
731,34,4
170,43,1
831,62,3
1141,22,3
425,126,5
215,46,4
1022,25,2
409,25,5
937,138,3
568,16,5
658,26,4
810,48,2
366,111,3
52,91,3
85,23,3
687,141,1
419,59,4
351,66,4
1129,31,1
935,120,4
971,52,3
991,35,5
970,105,4
1077,36,5
238,35,2
190,53,3
900,10,3
161,100,3
426,17,2
1163,96,3
315,27,3
257,52,4
1022,19,3
714,45,4
609,81,3
1149,41,4
72,109,4
406,66,5
213,82,4
188,100,4
62,11,5
132,29,1
752,137,4
1141,67,5
684,126,4
144,90,5
1157,102,4
1141,113,5
1114,66,2
52,24,3
625,139,3
733,128,5
231,119,5
422,108,2
1016,90,5
543,68,5
1064,92,3
73,109,1
233,50,4
374,45,4
586,57,3
1005,50,4
401,76,5
291,72,2
858,20,3
221,43,3
429,31,3
766,64,2
646,85,5
544,30,1
746,123,4
1023,11,4
789,124,5
249,60,3
480,43,5
1158,133,3
1066,75,4
51,32,3
702,41,5
438,22,3
1048,54,3
174,86,3
334,75,3
269,48,4
1082,76,1
252,71,4
750,37,5
815,115,3
1190,101,5
1172,123,5
999,20,5
987,11,3
915,94,4
746,134,3
739,130,3
111,137,2
437,83,3
64,113,5
366,124,3
937,90,2
340,127,2
54,40,5
62,52,3
628,127,4
691,76,2
895,19,4
664,116,5
978,16,5
672,11,5
315,42,3
431,27,5
573,18,4
736,129,5
937,63,5
390,91,3
492,10,1
465,84,3
130,46,4
949,130,1
544,45,3
1018,93,3
846,132,5
458,60,4
215,21,2
1093,122,5
586,126,3
237,81,5
667,29,4
431,66,2
104,119,3
153,141,3
1171,124,3
538,126,1
816,134,4
722,37,4
857,65,1
875,68,4
842,33,3
869,68,5
161,27,4
667,93,5
169,89,2
202,99,3
593,115,3
656,21,3
484,31,2
117,12,3
793,105,3
995,98,4
505,99,3
119,41,4
74,23,3
907,39,4
825,122,4
758,135,5
655,128,4
194,45,4
1063,44,5
477,119,1
474,118,4
687,140,5
997,106,4
630,138,5
206,48,4
585,138,5
275,97,2
416,48,3
451,22,3
312,34,5
1131,22,5
1001,31,2
229,93,5
585,72,5
114,55,3
158,17,1
102,62,4
154,135,4
250,28,3
247,49,4
903,45,5
763,71,2
302,47,3
879,95,3
261,84,3
266,126,2
407,102,5
554,95,1
251,47,4
984,94,4
790,126,5
342,54,3
182,73,5
1033,19,3
781,12,4
523,14,3
778,71,5
954,72,4
412,68,5
760,66,4
404,68,5
609,116,2
1182,63,3
313,132,3
938,106,5
392,16,5
1113,117,2
817,86,5
757,71,5
678,41,3
723,25,1
132,128,4
845,105,4
335,132,3
671,82,4
376,71,5
933,71,2
433,52,3
252,50,3
967,141,3
212,102,2
1189,41,5
84,50,1
153,36,4
232,113,4
503,52,5
568,97,3
355,80,5
926,113,3
1056,68,4
874,135,3
1162,124,5
169,69,3
407,113,3
660,129,3
986,92,3
268,32,4
78,112,1
60,17,4
244,39,5
384,130,3
680,14,5
660,16,5
1191,110,5
489,60,3
362,74,4
717,28,3
1186,84,3
973,115,2
451,66,3
702,118,5
129,131,3
680,14,2
228,10,2
140,69,5
1108,134,3
618,59,4
305,122,2
353,111,4
640,25,5
363,131,5
1127,131,5
60,69,3
1082,30,5
1160,55,4
298,75,5
190,48,5
158,102,3
63,89,1
855,103,3
685,83,4
1134,88,1
887,64,3
875,95,3
176,42,5
981,50,4
1100,76,2
329,46,5
159,133,3
173,75,5
486,124,4
1036,47,2
1156,65,3
537,89,3
575,72,3
142,12,1
351,35,4
233,34,4
205,54,1
230,107,4
384,26,3
1085,103,5
563,127,4
338,28,5
842,58,2
1141,94,3
994,127,3
1180,95,3
82,11,2
694,81,3
410,40,3
1131,73,4
448,120,3
354,25,4
157,85,3
586,89,4
1036,31,4
415,127,5
267,88,4
585,138,4
202,15,5
625,73,1
1187,16,4
227,115,5
365,39,4
1106,98,5
625,118,4
268,1,5
222,56,2
279,95,3
5,68,3
112,77,5
296,34,5
18,46,2
13,42,5
87,30,5
10,77,3
181,51,1
23,46,4
253,74,4
234,65,3
299,45,4
66,51,5
216,86,2
290,57,3
79,14,3
264,22,3
4,40,2
144,29,5
138,85,1
64,37,4
5,74,4
276,42,5
62,84,3
239,32,5
293,46,3
130,54,4
264,118,3
208,1,5
24,56,5
279,95,3
3,68,1
101,77,3
162,34,4
223,46,1
99,42,3
239,30,3
160,77,5
172,51,4
303,46,2
54,74,5
44,65,3
210,45,5
164,51,4
299,86,2
28,57,3
305,14,3
18,22,3
82,40,1
109,29,4
207,85,4
92,37,1
109,74,4
15,42,3
58,84,5
303,32,4
152,46,5
194,54,2
92,118,3
77,1,3
244,56,3
177,95,2
131,68,3
197,77,3
227,34,4
85,46,3
295,42,4
181,30,3
277,77,4
279,51,4
1,46,5
18,74,4
276,65,4
87,45,5
177,51,1
213,86,4
125,57,5
128,14,4
291,22,5
25,40,4
288,29,5
207,85,2
271,37,3
5,74,3
274,42,5
70,84,5
311,32,2
151,46,5
199,54,5
201,118,3
99,1,1
11,56,4
59,95,4
184,68,3
222,77,4
38,34,5
59,46,2
104,42,3
298,30,3
180,77,3
7,51,2
121,46,5
268,74,1
252,65,4
303,45,4
210,51,5
234,86,3
312,57,5
308,14,3
234,22,4
75,40,3
117,29,5
246,85,3
64,37,5
85,74,5
239,42,3
59,84,4
256,32,3
216,46,5
203,54,1
13,118,3
144,1,5
100,56,3
210,95,5
94,68,4
13,77,1
125,34,3
65,46,4
1,42,5
76,30,4
294,77,4
263,51,4
294,46,3
121,74,1
85,65,3
303,45,3
212,51,1
6,86,5
181,57,1
279,14,5
303,22,4
184,40,4
310,29,5
313,85,3
314,37,4
13,74,5
43,42,4
58,84,2
215,32,3
62,46,2
280,54,5
161,118,3
11,1,5
94,56,3
35,95,2
311,68,4
48,77,3
85,34,4
288,46,3
184,42,5
151,30,3
90,77,4
11,51,3
104,46,1
106,74,4
181,65,1
37,45,4
276,51,4
22,86,5
70,57,4
5,14,3
308,22,4
60,40,5
270,29,5
243,85,4
92,37,2
81,74,4
293,42,1
200,84,5
13,32,3
56,46,4
116,54,4
295,118,4
63,1,5
295,56,4
104,95,1
156,68,5
269,77,1
160,34,5
237,46,4
287,42,1
290,30,3
45,77,5
224,51,3
145,46,2
277,74,3
65,65,3
272,45,5
116,51,3
184,86,5
285,57,5
222,14,2
72,22,4
271,40,5
94,29,5
246,85,5
115,37,5
176,74,3
13,42,3
129,84,2
257,32,2
95,46,5
147,54,5
151,118,4
184,1,3
311,56,3
105,95,4
158,68,3
34,77,4
72,34,5
263,46,5
94,42,4
200,30,3
45,77,4
279,51,4
145,46,5
71,74,5
182,65,5
193,45,4
214,51,4
151,86,5
102,57,3
234,14,2
249,22,2
195,40,4
109,29,5
222,85,2
282,37,4
117,74,2
23,42,4
112,84,1
303,32,1
252,46,4
151,54,5
282,118,5
304,1,5
290,56,3
64,95,4
28,68,4
168,77,3
265,34,4
18,46,5
83,42,5
90,30,5
234,77,4
87,51,5
26,46,3
150,74,4
161,65,4
70,45,4
51,51,3
222,86,4
92,57,5
204,14,4
164,22,5
57,40,3
184,29,4
60,85,3
92,37,5
43,74,4
222,42,4
197,84,4
92,32,3
294,46,3
201,54,2
201,118,2
193,1,3
271,56,4
214,95,3
73,68,5
90,77,4
315,34,3
48,46,3
255,42,1
270,30,4
66,77,3
6,51,4
101,46,3
207,74,4
144,65,3
85,45,4
102,51,3
158,86,5
297,57,4
90,14,5
271,22,5
130,40,1
178,29,3
90,85,3
181,37,1
311,74,3
267,42,4
201,84,2
194,32,4
59,46,3
1,54,4
116,118,3
170,1,5
110,56,3
60,95,5
287,68,4
197,77,3
38,34,5
195,46,4
279,42,4
84,30,4
31,77,2
316,51,5
25,46,5
168,74,4
103,65,4
299,45,4
194,51,3
287,86,5
234,57,4
279,14,1
87,22,4
181,40,1
279,29,2
49,85,5
296,37,5
44,74,4
92,42,3
135,84,3
13,32,3
262,46,3
7,54,3
116,118,3
318,1,4
141,56,2
269,95,4
222,68,4
82,77,4
279,34,3
42,46,4
145,42,5
184,30,2
49,77,3
177,51,1
313,46,4
32,74,3
308,65,4
145,45,5
130,51,3
130,86,3
165,57,2
249,14,3
49,22,3
195,40,3
118,29,5
130,85,4
104,37,3
201,74,3
142,42,4
119,84,5
303,32,3
99,46,5
306,54,5
92,118,2
227,1,5
3,56,1
94,95,1
59,68,4
30,77,3
262,34,3
6,46,3
311,42,4
268,30,3
262,77,4
214,51,3
16,46,5
262,74,2
293,65,4
62,45,5
94,51,4
13,86,4
240,57,5
102,14,2
83,22,2
291,40,5
312,29,4
31,85,5
291,37,4
56,74,5
109,42,4
110,84,2
59,32,4
246,46,3
65,54,5
24,118,2
92,1,3
308,56,4
301,95,4
214,68,4
158,77,4
269,34,2
308,46,3
32,42,3
224,30,4
215,77,5
32,51,4
154,46,2
201,74,3
85,65,4
180,45,5
184,51,3
188,86,5
305,57,1
144,14,4
73,22,1
194,40,3
177,29,4
276,85,4
198,37,4
108,74,4
189,42,5
73,84,4
172,32,3
120,46,2
101,54,3
5,118,3
26,1,2
268,56,2
276,95,3
13,68,5
7,77,4
128,34,4
104,46,3
293,42,3
256,30,5
90,77,3
275,51,3
22,46,5
312,74,5
207,65,3
264,45,5
137,51,4
185,86,4
307,57,1
42,14,3
145,22,3
189,40,3
262,29,3
251,85,2
259,37,4
239,74,5
312,42,5
92,84,3
81,32,2
311,46,3
102,54,3
249,118,5
95,1,4
19,56,3
79,95,5
189,68,4
253,77,5
201,34,3
1,46,3
214,42,5
7,30,5
234,77,4
59,51,3
13,46,2
6,74,5
82,65,4
109,45,5
305,51,5
195,86,3
277,57,4
223,14,2
92,22,3
201,40,2
94,29,5
217,85,4
244,37,2
313,74,3
181,42,1
116,84,3
303,32,4
117,46,4
221,54,4
46,118,3
91,1,4
64,56,4
90,95,2
116,68,4
62,77,3
196,34,3
303,46,2
49,42,5
303,30,5
286,77,4
291,51,4
235,46,4
254,74,1
276,65,5
135,45,3
57,51,3
276,86,2
7,57,5
250,14,4
318,22,2
234,40,2
289,29,3
87,85,2
50,37,3
25,74,5
18,42,5
193,84,3
263,32,4
209,46,2
207,54,3
314,118,4
250,1,4
262,56,3
95,95,4
94,68,4
59,77,5
277,34,4
303,46,4
271,42,3
269,30,3
148,77,1
223,51,2
210,46,5
185,74,4
174,65,1
235,45,4
276,51,3
99,86,2
308,57,4
303,14,2
224,22,2
298,40,4
44,29,4
315,85,4
215,37,4
269,74,4
42,42,5
293,84,3
246,32,5
101,46,4
92,54,3
249,118,4
60,1,5
13,56,3
271,95,4
92,68,4
254,77,3
311,34,5
263,46,4
201,42,3
279,30,3
138,77,4
209,51,5
217,46,4
261,74,5
176,65,4
303,45,3
81,51,4
62,86,4
72,57,4
276,14,3
88,22,2
49,40,4
263,29,3
9,85,5
92,37,4
249,74,4
262,42,3
196,84,5
207,32,3
256,46,2
276,54,4
134,118,5
311,1,3
181,56,1
203,95,3
247,68,5
313,77,3
311,34,5
251,46,5
227,42,4
59,30,5
201,77,2
58,51,5
249,46,4
286,74,5
11,65,3
7,45,4
92,51,3
160,86,5
103,57,4
11,14,3
87,22,4
45,40,2
293,29,3
291,85,4
254,37,3
49,74,4
222,42,4
161,84,2
268,32,3
59,46,5
177,54,4
151,118,4
299,1,1
29,56,4
30,95,5
297,68,3
315,77,4
23,34,4
262,46,2
321,42,4
191,30,3
106,77,4
7,51,4
178,46,3
84,74,5
94,65,5
264,45,3
239,51,5
90,86,5
261,57,5
190,14,5
112,22,5
144,40,3
199,29,4
224,85,1
85,37,3
301,74,5
145,42,1
294,84,5
130,32,3
103,46,3
152,54,2
267,118,4
286,1,3
200,56,2
5,95,4
160,68,4
6,77,4
158,34,3
297,46,4
250,42,4
57,30,2
58,77,5
23,51,3
301,46,4
307,74,3
276,65,1
223,45,1
92,51,3
137,86,5
164,57,5
276,14,3
213,22,3
286,40,5
232,29,4
150,85,4
21,37,1
130,74,3
222,42,2
1,84,4
189,32,4
49,46,1
311,54,3
36,118,4
128,1,3
151,56,5
248,95,5
95,68,2
213,77,4
203,34,5
308,46,3
269,42,4
198,30,1
297,77,4
305,51,5
266,46,3
197,74,3
74,65,5
127,45,4
194,51,4
177,86,5
45,57,3
57,14,4
239,22,5
268,40,2
238,29,3
201,85,3
131,37,4
270,74,4
159,42,5
230,84,4
92,32,4
318,46,4
123,54,3
267,118,4
232,1,3
5,56,5
16,95,3
180,68,4
178,77,3
319,34,5
180,46,3
270,42,5
269,30,2
293,77,5
269,51,4
54,46,3
21,74,5
303,65,5
13,45,4
314,51,5
151,86,5
230,57,5
201,14,3
95,22,4
270,40,5
256,29,5
80,85,3
303,37,5
312,74,3
151,42,1
62,84,5
189,32,4
77,46,5
99,54,5
291,118,3
293,1,2
181,56,1
206,95,1
83,68,4
262,77,4
253,34,4
223,46,3
108,42,4
94,30,5
293,77,1
101,51,2
267,46,3
201,74,4
314,65,2
271,45,4
314,51,1
18,86,4
207,57,4
313,14,5
21,22,1
215,40,4
279,29,4
234,85,2
296,37,5
270,74,4
210,42,5
201,84,4
5,32,2
184,46,4
104,54,1
275,118,3
185,1,5
276,56,4
279,95,3
216,68,5
21,77,1
16,34,3
147,46,5
291,42,4
28,30,3
29,77,2
291,51,4
7,46,3
181,74,1
297,65,3
308,45,4
87,51,5
97,86,5
21,57,3
59,14,3
238,22,3
178,40,4
186,29,5
299,85,4
10,37,5
110,74,4
109,42,1
157,84,1
267,32,3
181,46,3
207,54,4
47,118,3
148,1,5
94,56,5
60,95,4
244,68,4
276,77,4
90,34,2
234,46,4
106,42,4
216,30,4
294,77,2
323,51,2
140,46,4
220,74,4
67,65,5
170,45,3
230,51,4
299,86,4
7,57,5
275,14,3
44,22,5
291,40,4
11,29,5
59,85,3
174,37,1
194,74,3
57,42,4
314,84,4
201,32,4
184,46,3
194,54,4
159,118,2
186,1,3
181,56,2
68,95,3
286,68,3
316,77,4
280,34,4
13,46,4
211,42,4
187,30,3
71,77,3
306,51,5
64,46,4
303,74,3
198,65,5
232,45,5
98,51,4
53,86,3
299,57,2
254,14,3
7,22,4
12,40,4
239,29,5
238,85,4
130,37,5
90,74,5
63,42,3
40,84,4
181,32,1
298,46,3
104,54,2
42,118,4
181,1,1
258,56,1
291,95,4
148,68,5
305,77,4
184,34,4
94,46,3
158,42,4
7,30,5
174,77,4
158,51,5
201,46,4
276,74,1
278,65,4
229,45,1
101,51,3
63,86,3
275,57,4
275,14,3
62,22,4
230,40,4
109,29,3
73,85,5
83,37,3
4,74,5
130,42,1
64,84,5
15,32,1
244,46,5
7,54,4
219,118,1
295,1,5
293,56,3
125,95,2
279,68,3
76,77,3
272,34,4
269,46,5
244,42,4
271,30,3
321,77,3
306,51,3
224,46,3
57,74,4
145,65,4
85,45,2
116,51,2
52,86,4
209,57,1
145,14,4
208,22,4
160,40,5
141,29,5
260,85,5
177,37,4
82,74,2
223,42,5
107,84,2
26,32,3
297,46,3
244,54,3
15,118,1
286,1,4
82,56,3
167,95,3
99,68,5
56,77,2
293,34,3
7,46,3
90,42,4
228,30,3
82,77,3
43,51,4
10,46,4
197,74,5
57,65,3
246,45,2
62,51,4
323,86,4
13,57,1
268,14,1
18,22,3
271,40,2
307,29,3
54,85,4
295,37,5
194,74,3
194,42,2
311,84,5
287,32,4
290,46,4
262,54,4
279,118,5
290,1,3
145,56,5
305,95,4
269,68,5
276,77,5
323,34,4
296,46,5
18,42,4
72,30,4
224,77,3
125,51,5
244,46,5
135,74,2
138,65,4
59,45,3
221,51,4
13,86,1
42,57,4
10,14,4
219,22,3
60,40,4
