userId,joined-date,active,birthday,gender
81,2014-11-20 10:53:59,0,1978-02-11,Male
82,2014-11-21 11:14:31,1,0000-00-00,Male
83,2014-11-22 08:07:37,1,0000-00-00,Male
84,2014-11-22 20:17:26,1,1988-02-12,Male
85,2014-11-23 18:06:37,1,0000-00-00,Male
86,2014-11-24 14:46:03,0,1980-03-30,Female
87,2014-11-24 15:18:12,1,0000-00-00,Female
88,2014-11-24 16:37:52,1,0000-00-00,Female
89,2014-11-26 08:41:19,0,1988-01-24,Female
90,2014-11-27 20:48:48,1,1987-07-30,Female
91,2014-11-28 09:39:34,1,1987-12-26,Female
92,2014-11-28 10:33:08,0,1986-11-24,Female
93,2014-11-28 15:21:21,1,1989-11-03,Female
94,2014-11-28 23:00:57,0,1985-11-14,Male
95,2014-12-05 10:42:43,1,0000-00-00,Male
96,2014-12-07 15:39:27,1,1987-01-04,Male
97,2014-12-08 01:49:38,1,1990-03-06,Male
98,2014-12-08 13:11:03,0,1974-01-24,Male
99,2014-12-08 15:52:42,1,0000-00-00,Male
100,2014-12-09 07:33:35,1,1983-01-30,Male
101,2014-12-09 07:49:19,1,0000-00-00,Male
102,2014-12-09 08:02:01,1,0000-00-00,Male
103,2014-12-09 08:56:27,1,0000-00-00,Male
104,2014-12-09 09:16:08,1,1974-07-06,Male
105,2014-12-09 09:22:08,1,0000-00-00,Male
106,2014-12-09 09:43:31,1,0000-00-00,Male
107,2014-12-09 11:01:33,1,0000-00-00,Male
108,2014-12-09 12:45:02,0,1979-11-12,Male
109,2014-12-09 12:50:11,1,1989-05-29,Female
110,2014-12-09 13:18:28,1,1989-02-09,Male
111,2014-12-09 14:41:47,1,0000-00-00,Male
112,2014-12-09 15:32:46,1,1989-04-28,Male
113,2014-12-09 15:51:22,1,0000-00-00,Male
114,2014-12-09 17:01:39,1,1982-03-19,Male
115,2014-12-09 17:10:54,1,1982-03-03,Male
116,2014-12-09 23:21:05,1,1969-11-10,Male
117,2014-12-10 08:45:24,1,1983-09-25,Male
118,2014-12-10 09:57:22,1,1986-01-16,Female
119,2014-12-10 10:03:18,1,0000-00-00,Female
120,2014-12-10 10:55:25,1,1988-02-06,Female
121,2014-12-10 14:02:15,1,0000-00-00,Female
122,2014-12-10 14:32:24,1,1978-05-27,Male
123,2014-12-10 15:36:37,1,1973-08-01,Male
124,2014-12-10 16:18:32,1,1965-10-16,Male
125,2014-12-10 17:07:27,1,0000-00-00,Male
126,2014-12-11 08:02:22,1,0000-00-00,Male
127,2014-12-11 20:56:49,1,1971-01-06,Male
128,2014-12-12 11:08:32,1,1982-09-08,Male
129,2014-12-12 22:08:06,1,0000-00-00,Male
130,2014-12-12 22:09:38,1,1977-09-18,Male
131,2014-12-13 14:35:15,1,0000-00-00,Male
132,2014-12-13 22:35:16,1,1991-08-13,Female
133,2014-12-15 02:43:33,1,1967-05-16,Male
134,2014-12-16 11:59:20,1,1977-01-01,Male
135,2014-12-16 15:54:12,0,1983-05-17,Male
136,2014-12-16 16:03:22,1,1983-05-17,Male
137,2014-12-16 16:45:53,1,1962-06-02,Male
138,2014-12-16 16:50:39,1,1984-08-04,Male
139,2014-12-16 16:55:06,1,0000-00-00,Male
140,2014-12-16 17:00:50,1,0000-00-00,Male
141,2014-12-16 17:02:59,1,1987-02-22,Female
142,2014-12-16 17:15:28,0,1985-10-22,Female
143,2014-12-16 20:12:17,1,1984-05-16,Male
144,2014-12-16 21:07:17,1,1982-01-10,Male
145,2014-12-17 08:21:02,1,1986-10-25,Male
146,2014-12-17 08:23:10,0,1986-06-04,Male
147,2014-12-17 08:44:48,1,0000-00-00,Male
148,2014-12-17 08:49:06,1,1988-02-02,Female
149,2014-12-17 09:15:09,1,0000-00-00,Male
150,2014-12-17 09:39:49,1,1987-03-01,Male
151,2014-12-17 09:51:20,0,1987-03-01,Male
152,2014-12-17 09:55:36,1,1990-02-04,Male
153,2014-12-17 10:09:09,1,0000-00-00,Male
154,2014-12-17 10:09:28,1,1987-11-10,Male
155,2014-12-17 10:10:14,1,1984-12-10,Male
156,2014-12-17 10:11:50,1,1984-03-23,Male
157,2014-12-17 10:14:56,1,0000-00-00,Male
158,2014-12-17 10:27:42,1,0000-00-00,Male
159,2014-12-17 10:43:38,1,1985-08-06,Male
160,2014-12-17 10:56:38,1,0000-00-00,Male
161,2014-12-17 11:03:45,1,1986-06-22,Male
162,2014-12-17 11:51:24,1,0000-00-00,Male
163,2014-12-17 11:58:20,1,1984-06-10,Male
164,2014-12-17 12:05:53,1,0000-00-00,Male
165,2014-12-17 12:24:42,1,1990-12-23,Male
166,2014-12-17 12:57:06,0,1981-12-26,Male
167,2014-12-17 12:58:38,0,1982-03-18,Female
168,2014-12-17 12:59:45,1,1989-01-12,Male
169,2014-12-17 13:01:32,1,1967-10-02,Male
170,2014-12-17 13:07:33,1,1981-12-26,Male
171,2014-12-17 13:11:58,1,1977-12-18,Male
172,2014-12-17 13:22:31,1,1986-04-01,Male
173,2014-12-17 13:28:32,0,1969-08-22,Female
174,2014-12-17 13:30:07,0,1986-01-15,Female
175,2014-12-17 14:09:55,1,0000-00-00,Female
176,2014-12-17 14:51:47,0,1973-01-02,Male
177,2014-12-17 14:59:09,1,1988-04-28,Female
178,2014-12-17 15:11:18,0,1984-08-27,Male
179,2014-12-17 15:28:44,1,0000-00-00,Male
180,2014-12-17 15:39:35,0,1963-06-23,Female
181,2014-12-17 15:42:41,0,1984-06-14,Male
182,2014-12-17 15:43:26,1,0000-00-00,Male
183,2014-12-17 15:44:11,1,1983-04-05,Female
184,2014-12-17 15:45:33,1,1986-09-04,Female
185,2014-12-17 15:48:02,1,1975-04-03,Female
186,2014-12-17 16:17:57,0,1987-01-05,Female
187,2014-12-17 16:20:00,1,1980-01-01,Male
188,2014-12-17 16:38:45,1,1984-01-13,Male
189,2014-12-17 16:52:25,1,0000-00-00,Male
190,2014-12-17 17:02:39,1,0000-00-00,Male
191,2014-12-17 17:52:34,1,1968-01-18,Male
192,2014-12-17 18:05:29,0,1964-05-13,Male
193,2014-12-17 18:21:03,0,1988-09-23,Male
194,2014-12-17 18:33:41,1,1986-09-07,Male
195,2014-12-17 18:34:26,1,0000-00-00,Male
196,2014-12-17 18:54:07,1,1983-09-25,Male
197,2014-12-17 19:20:23,1,1988-12-15,Male
198,2014-12-17 19:36:59,0,1974-10-03,Male
199,2014-12-17 19:39:42,0,1987-02-12,Female
200,2014-12-17 19:42:25,1,1974-10-04,Male
201,2014-12-17 20:04:12,0,1989-05-08,Female
202,2014-12-17 20:06:23,0,1989-05-08,Female
203,2014-12-17 20:13:02,1,0000-00-00,Male
204,2014-12-17 21:14:53,1,1986-04-16,Male
205,2014-12-17 21:19:10,1,0000-00-00,Male
206,2014-12-17 21:52:46,1,0000-00-00,Male
207,2014-12-17 22:18:49,1,1990-11-17,Male
208,2014-12-17 23:00:50,1,0000-00-00,Male
209,2014-12-17 23:21:09,1,0000-00-00,Male
210,2014-12-18 00:05:40,0,1968-12-10,Male
211,2014-12-18 00:13:56,1,0000-00-00,Male
212,2014-12-18 00:31:27,0,1985-03-14,Male
213,2014-12-18 00:58:40,1,0000-00-00,Male
214,2014-12-18 03:15:10,0,1989-01-06,Male
215,2014-12-18 07:47:01,0,1985-09-07,Male
216,2014-12-18 07:48:00,1,0000-00-00,Male
217,2014-12-18 08:07:35,0,1984-11-16,Male
218,2014-12-18 08:27:50,1,1989-06-29,Male
219,2014-12-18 08:29:54,1,1974-05-12,Male
220,2014-12-18 08:34:21,1,1979-01-10,Male
221,2014-12-18 08:44:31,0,1980-11-11,Female
222,2014-12-18 08:48:47,0,1980-11-11,Female
223,2014-12-18 08:53:07,1,0000-00-00,Male
224,2014-12-18 08:57:03,1,0000-00-00,Male
225,2014-12-18 09:23:46,0,1987-03-20,Male
226,2014-12-18 09:30:37,1,0000-00-00,Male
227,2014-12-18 09:36:07,1,1980-11-30,Male
228,2014-12-18 09:48:00,1,1980-06-11,Male
229,2014-12-18 10:09:31,1,1983-11-09,Female
230,2014-12-18 10:10:54,1,0000-00-00,Male
231,2014-12-18 10:11:58,1,1967-10-25,Male
232,2014-12-18 10:17:19,1,1984-11-28,Female
233,2014-12-18 10:32:21,1,1980-04-14,Female
234,2014-12-18 10:36:27,0,1979-12-30,Male
235,2014-12-18 10:40:58,1,1987-11-10,Male
236,2014-12-18 11:02:17,0,1993-12-07,Female
237,2014-12-18 11:04:08,1,0000-00-00,Male
238,2014-12-18 11:13:31,1,0000-00-00,Male
239,2014-12-18 11:13:48,1,1980-09-25,Male
240,2014-12-18 11:37:57,1,1982-09-01,Male
241,2014-12-18 11:53:35,1,0000-00-00,Male
242,2014-12-18 12:01:26,1,0000-00-00,Male
243,2014-12-18 12:21:55,0,1981-10-01,Female
244,2014-12-18 12:31:59,1,1984-12-15,Male
245,2014-12-18 12:44:23,1,1985-02-22,Female
246,2014-12-18 12:51:21,0,1985-02-22,Female
247,2014-12-18 12:58:53,1,0000-00-00,Male
248,2014-12-18 14:06:43,1,0000-00-00,Male
249,2014-12-18 14:34:57,1,1985-09-19,Male
250,2014-12-18 14:40:37,1,1988-04-30,Female
251,2014-12-18 14:55:02,0,1986-01-15,Male
252,2014-12-18 14:59:29,0,1986-12-01,Male
253,2014-12-18 15:46:22,1,1984-01-21,Male
254,2014-12-18 15:52:18,1,1981-07-25,Male
255,2014-12-19 10:05:13,1,1976-03-24,Male
256,2014-12-19 10:39:12,1,1976-03-24,Male
257,2014-12-19 11:00:16,1,1980-12-02,Male
258,2014-12-19 11:17:45,1,0000-00-00,Male
259,2014-12-19 12:01:37,0,1983-10-21,Male
260,2014-12-19 13:18:10,0,1989-03-14,Female
261,2014-12-20 15:54:24,1,1976-10-06,Male
262,2014-12-20 20:54:09,1,0000-00-00,Male
263,2014-12-22 10:46:17,1,1989-05-28,Male
264,2014-12-26 10:04:48,1,1985-05-10,Male
265,2014-12-26 10:13:51,1,1985-08-15,Male
266,2014-12-26 19:50:41,0,1983-08-03,Male
267,2014-12-29 00:24:24,0,1991-05-17,Female
268,2014-12-30 15:25:21,0,1989-02-07,Male
269,2014-12-30 15:31:05,1,1989-02-07,Male
270,2014-12-30 16:55:42,1,1987-05-24,Male
271,2014-12-31 00:01:43,1,1984-11-30,Male
272,2014-12-31 23:28:04,1,1985-06-01,Male
273,2015-01-01 14:09:25,1,1980-11-29,Female
274,2015-01-02 05:20:59,1,1988-11-30,Male
275,2015-01-02 15:02:06,1,1985-06-02,Male
276,2015-01-02 15:03:25,1,1985-06-02,Male
277,2015-01-02 17:47:01,1,0000-00-00,Male
278,2015-01-03 12:06:07,1,0000-00-00,Male
279,2015-01-05 17:45:56,1,1983-02-02,Female
280,2015-01-06 08:07:03,1,1984-08-09,Male
281,2015-01-08 10:29:30,1,0000-00-00,Male
282,2015-01-08 21:02:44,1,0000-00-00,Male
283,2015-01-11 19:49:48,1,0000-00-00,Male
284,2015-01-13 13:19:04,1,1979-11-18,Male
285,2015-01-14 09:41:19,1,0000-00-00,Male
286,2015-01-14 17:52:47,0,1980-03-27,Female
287,2015-01-14 23:36:41,0,1991-05-26,Female
288,2015-01-16 19:26:08,1,1987-03-07,Female
289,2015-01-20 11:04:52,1,1976-12-10,Male
290,2015-01-20 14:10:39,1,1990-01-01,Female
291,2015-01-20 17:36:39,1,0000-00-00,Female
292,2015-01-26 12:46:01,1,0000-00-00,Female
293,2015-01-26 12:46:29,1,1985-06-04,Female
294,2015-01-27 19:01:08,1,1986-06-06,Female
295,2015-01-29 04:33:42,1,0000-00-00,Female
296,2015-01-29 19:07:08,1,1967-07-02,Male
297,2015-01-30 09:14:18,1,0000-00-00,Male
298,2015-01-30 09:41:15,1,1979-01-01,Male
299,2015-01-30 12:28:51,1,1986-11-22,Male
300,2015-02-02 11:12:31,1,0000-00-00,Male
301,2015-02-03 00:24:03,1,1981-02-10,Male
302,2015-02-04 08:03:36,1,1985-09-30,Male
303,2015-02-04 10:58:58,1,0000-00-00,Male
304,2015-02-04 14:52:25,0,1985-03-13,Female
305,2015-02-05 08:59:11,1,0000-00-00,Female
306,2015-02-05 09:19:19,1,0000-00-00,Male
307,2015-02-06 12:21:46,1,0000-00-00,Male
308,2015-02-07 14:36:39,1,1981-07-17,Male
309,2015-02-07 15:26:01,1,0000-00-00,Male
310,2015-02-10 17:45:50,1,0000-00-00,Male
311,2015-02-15 14:36:41,1,1989-11-27,Male
312,2015-02-16 19:02:51,1,1975-04-16,Male
313,2015-02-17 15:36:08,1,0000-00-00,Female
314,2015-02-18 12:19:01,1,1984-08-21,Male
315,2015-02-18 22:19:58,1,1991-04-15,Female
316,2015-02-19 07:54:26,1,1986-10-01,Female
317,2015-02-19 17:30:00,0,1989-08-26,Female
318,2015-02-20 12:11:49,1,1993-02-27,Male
319,2015-02-21 21:51:40,0,1968-05-02,Male
320,2015-02-24 09:07:56,1,1935-10-01,Female
321,2015-02-25 18:27:22,0,1991-08-12,Male
322,2015-02-25 18:28:13,1,1991-08-12,Male
323,2015-02-25 18:56:49,1,1985-07-09,Male
324,2015-02-25 19:36:04,1,1986-03-10,Male
325,2015-02-25 23:30:28,1,1988-04-03,Male
326,2015-02-26 10:36:45,1,1992-01-02,Female
327,2015-02-26 13:46:19,1,1985-01-01,Female
328,2015-02-26 15:29:09,1,0000-00-00,Male
329,2015-02-26 16:11:04,1,1977-08-26,Female
330,2015-02-26 22:37:55,1,0000-00-00,Female
331,2015-02-27 10:10:43,1,0000-00-00,Female
332,2015-02-27 12:06:46,1,0000-00-00,Female
333,2015-03-01 16:48:27,1,1988-09-16,Female
334,2015-03-01 22:07:41,1,0000-00-00,Female
335,2015-03-01 23:38:48,0,1977-01-01,Male
336,2015-03-02 12:51:49,1,0000-00-00,Male
337,2015-03-02 14:29:21,1,1989-01-04,Female
338,2015-03-02 14:43:01,1,1991-04-03,Female
339,2015-03-02 21:50:37,1,1990-11-02,Male
340,2015-03-03 07:38:35,1,1976-09-10,Female
341,2015-03-03 13:25:01,1,1989-09-19,Female
342,2015-03-03 16:09:06,1,1970-02-20,Male
343,2015-03-04 08:19:37,1,1989-09-19,Female
344,2015-03-04 13:34:16,1,1975-11-01,Male
345,2015-03-05 18:09:03,0,1988-09-06,Male
346,2015-03-09 10:40:20,1,0000-00-00,Male
347,2015-03-09 11:06:34,0,1988-02-02,Male
348,2015-03-09 12:44:49,1,1988-04-22,Female
349,2015-03-09 13:16:24,1,0000-00-00,Male
350,2015-03-09 16:44:17,1,1955-08-18,Male
351,2015-03-09 18:35:30,1,0000-00-00,Male
352,2015-03-10 19:03:20,1,1991-04-01,Male
353,2015-03-11 06:24:11,1,1984-02-27,Male
354,2015-03-11 21:50:13,1,1965-01-25,Male
355,2015-03-12 12:37:10,1,1978-10-09,Female
356,2015-03-12 15:43:36,0,1982-09-23,Female
357,2015-01-19 12:28:53,1,1978-05-26,Female
358,2015-03-13 12:35:54,1,1990-05-02,Female
359,2015-03-13 15:30:53,1,1978-09-26,Male
360,2015-03-14 11:29:33,1,1986-03-11,Female
361,2015-03-15 08:34:16,1,1984-03-30,Female
362,2015-03-15 13:52:18,1,1955-11-14,Male
363,2015-03-16 12:38:56,1,0000-00-00,Male
364,2015-03-16 21:28:09,1,1986-06-06,Female
365,2015-03-17 12:14:00,0,1990-02-02,Female
366,2015-03-17 12:16:43,1,1990-02-02,Female
367,2015-03-17 14:09:37,1,1994-08-14,Male
368,2015-03-20 12:54:38,1,1986-12-02,Female
369,2015-03-20 13:09:14,1,1986-12-02,Female
370,2015-03-21 16:00:45,1,1982-10-10,Male
371,2015-03-23 11:06:36,1,1978-08-14,Female
372,2015-03-23 12:31:12,1,1966-07-09,Female
373,2015-03-23 12:36:05,1,0000-00-00,Female
374,2015-03-23 22:49:53,1,0000-00-00,Female
375,2015-03-24 14:10:46,1,0000-00-00,Female
376,2015-03-24 22:21:31,0,1991-09-24,Female
377,2015-03-26 12:11:37,0,1992-04-23,Male
378,2015-03-26 12:18:06,1,1992-04-23,Male
379,2015-03-26 15:35:32,1,1999-03-05,Female
380,2015-03-26 18:57:03,1,1986-03-14,Male
381,2015-03-28 17:47:22,1,1989-01-21,Female
382,2015-03-29 21:27:10,1,1967-07-20,Male
383,2015-03-30 11:10:40,1,0000-00-00,Male
384,2015-03-31 07:21:13,1,0000-00-00,Male
385,2015-03-31 10:15:02,1,1987-11-18,Male
386,2015-03-31 12:29:32,1,1984-12-19,Male
387,2015-03-31 16:35:08,1,1990-12-12,Female
388,2015-03-31 18:18:14,1,1992-04-01,Female
389,2015-04-01 14:30:21,1,0000-00-00,Female
390,2015-04-01 21:41:38,1,1991-05-05,Male
391,2015-04-01 22:36:04,1,0000-00-00,Male
392,2015-04-01 22:44:31,1,0000-00-00,Male
393,2015-04-01 23:07:23,0,1987-10-06,Male
394,2015-04-02 01:30:45,1,0000-00-00,Male
395,2015-04-02 02:18:00,1,0000-00-00,Male
396,2015-04-02 09:34:01,1,1992-12-31,Female
397,2015-04-02 10:07:57,1,0000-00-00,Female
398,2015-04-02 12:05:09,0,1985-06-08,Female
399,2015-04-02 12:19:45,1,1985-06-08,Female
400,2015-04-02 16:50:40,1,1982-09-23,Female
401,2015-04-02 18:23:13,1,1989-06-06,Male
402,2015-04-02 19:50:17,1,0000-00-00,Male
403,2015-04-02 21:33:10,1,1984-12-31,Male
404,2015-04-02 22:27:25,1,0000-00-00,Male
405,2015-04-03 02:27:50,1,0000-00-00,Male
406,2015-04-03 02:34:53,0,1992-05-22,Male
407,2015-04-04 14:18:36,1,1991-08-09,Male
408,2015-04-05 14:07:40,1,0000-00-00,Male
409,2015-04-06 13:10:04,1,1992-01-14,Female
410,2015-04-07 10:02:55,1,1971-02-04,Female
411,2015-04-07 14:18:18,0,1992-03-14,Female
412,2015-04-08 13:26:35,1,1992-10-24,Female
413,2015-04-08 16:46:38,1,1990-11-06,Male
414,2015-04-08 23:11:23,1,1983-07-17,Male
415,2015-04-10 09:15:25,1,1989-07-21,Female
416,2015-04-10 19:36:36,1,0000-00-00,Female
417,2015-04-10 19:41:30,0,1992-05-20,Female
418,2015-04-12 18:26:43,1,0000-00-00,Female
419,2015-04-13 16:35:29,1,1985-12-13,Male
420,2015-04-13 18:56:48,0,1993-11-29,Female
421,2015-04-14 08:31:14,1,1987-01-02,Female
422,2015-04-14 10:23:09,1,1986-09-25,Female
423,2015-04-14 10:28:49,1,1986-09-25,Female
424,2015-04-14 11:52:03,1,0000-00-00,Female
425,2015-04-14 17:58:48,0,1986-04-23,Female
426,2015-04-15 14:52:18,1,1989-01-10,Female
427,2015-04-15 16:26:44,1,1976-09-01,Female
428,2015-04-15 17:07:51,1,0000-00-00,Female
429,2015-04-17 10:12:57,1,0000-00-00,Female
430,2015-04-20 18:17:35,1,1985-01-23,Male
431,2015-04-23 09:05:02,1,1990-12-08,Male
432,2015-04-23 18:08:48,1,1989-01-10,Male
433,2015-04-23 20:03:45,1,1983-04-18,Female
434,2015-04-23 20:04:04,1,1984-01-06,Male
435,2015-04-23 20:06:09,1,1985-10-11,Female
436,2015-04-23 20:06:13,1,1983-06-19,Male
437,2015-04-23 20:07:09,1,1987-02-07,Female
438,2015-04-23 20:09:26,1,1987-03-11,Female
439,2015-04-23 20:09:39,0,1992-10-22,Female
440,2015-04-23 20:10:39,1,1985-12-13,Male
441,2015-04-23 20:11:29,1,1979-06-27,Male
442,2015-04-23 20:15:53,1,1985-01-12,Female
443,2015-04-23 20:17:24,1,1986-10-05,Male
444,2015-04-23 20:26:05,0,1982-09-14,Male
445,2015-04-23 20:26:15,1,1988-11-30,Male
446,2015-04-23 20:29:38,0,1989-09-23,Male
447,2015-04-23 20:47:33,1,0000-00-00,Male
448,2015-04-23 20:54:30,1,1985-11-07,Male
449,2015-04-23 21:19:42,1,1991-11-14,Female
450,2015-04-23 21:26:02,1,1972-08-10,Male
451,2015-04-23 21:47:05,0,1985-11-10,Male
452,2015-04-23 21:55:59,1,1986-07-13,Female
453,2015-04-23 22:04:03,1,1985-07-10,Male
454,2015-04-23 22:30:53,1,1992-02-05,Female
455,2015-04-24 10:16:09,1,1988-08-15,Male
456,2015-04-24 10:41:19,0,1981-12-25,Male
457,2015-04-24 11:34:43,1,0000-00-00,Male
458,2015-04-24 12:07:26,1,0000-00-00,Male
459,2015-04-24 12:20:17,1,1989-06-01,Female
460,2015-04-24 12:22:18,1,1982-09-15,Male
461,2015-04-24 12:47:28,1,1987-08-07,Female
462,2015-04-24 12:52:45,1,0000-00-00,Female
463,2015-04-24 12:56:05,1,1992-04-02,Male
464,2015-04-24 12:59:23,0,1988-02-12,Female
465,2015-04-24 13:00:30,1,1982-10-08,Male
466,2015-04-24 13:13:37,0,1985-04-10,Female
467,2015-04-24 13:59:40,1,1984-08-20,Female
468,2015-04-24 14:20:11,0,1986-09-12,Male
469,2015-04-24 14:20:41,1,1988-07-07,Female
470,2015-04-24 15:10:20,1,1988-03-19,Female
471,2015-04-24 15:16:14,1,1985-03-16,Female
472,2015-04-24 15:47:57,1,1976-06-16,Female
473,2015-04-24 15:58:16,1,0000-00-00,Female
474,2015-04-24 16:35:37,1,1991-09-05,Male
475,2015-04-24 16:40:07,1,1991-09-05,Male
476,2015-04-24 16:53:58,1,1988-10-13,Male
477,2015-04-24 17:00:17,1,1991-09-26,Female
478,2015-04-24 18:18:24,1,1983-09-11,Female
479,2015-04-24 18:27:24,1,1988-02-12,Female
480,2015-04-24 18:36:23,1,1985-10-27,Male
481,2015-04-24 18:42:28,1,1985-02-18,Male
482,2015-04-24 18:47:06,0,1980-06-24,Male
483,2015-04-24 18:49:29,0,1985-10-27,Male
484,2015-04-24 19:05:42,1,0000-00-00,Male
485,2015-04-24 19:17:53,1,1990-09-24,Female
486,2015-04-24 19:23:50,1,1989-08-11,Female
487,2015-04-24 20:00:36,1,0000-00-00,Female
488,2015-04-24 20:05:23,0,1994-03-12,Female
489,2015-04-24 20:07:31,0,1989-11-18,Male
490,2015-04-24 20:07:46,0,1987-03-15,Male
491,2015-04-24 20:07:54,0,1991-09-03,Male
492,2015-04-24 20:09:08,1,1984-08-13,Male
493,2015-04-24 20:11:16,1,1985-06-16,Male
494,2015-04-24 20:14:34,1,1987-03-15,Male
495,2015-04-24 20:16:29,1,0000-00-00,Male
496,2015-04-24 20:23:27,1,0000-00-00,Male
497,2015-04-24 20:24:39,0,1990-12-12,Male
498,2015-04-24 20:31:27,1,1984-09-22,Female
499,2015-04-24 20:33:29,1,1985-10-02,Male
500,2015-04-24 20:39:00,1,0000-00-00,NULL
501,2015-04-24 20:48:34,0,1981-06-14,Male
502,2015-04-24 21:18:04,1,1983-08-13,Male
503,2015-04-24 21:23:45,0,1985-02-19,Female
504,2015-04-24 21:26:48,1,1985-02-15,Female
505,2015-04-24 21:35:34,0,1988-10-09,Female
506,2015-04-24 22:27:40,0,1983-12-23,Female
507,2015-04-24 22:50:18,0,1986-02-07,Female
508,2015-04-24 23:13:39,1,1989-03-10,Female
509,2015-04-24 23:48:17,1,1989-12-15,Female
510,2015-04-25 00:01:00,1,1982-06-02,Male
511,2015-04-25 00:34:50,1,1986-08-03,Male
512,2015-04-25 02:06:04,1,1988-05-06,Female
513,2015-04-25 06:24:07,1,1975-02-01,Male
514,2015-04-25 07:55:18,1,0000-00-00,Male
515,2015-04-25 10:11:44,1,1969-08-02,Male
516,2015-04-25 10:41:28,1,1992-01-23,Female
517,2015-04-25 11:21:05,1,1980-03-03,Male
